ExperimentID,Cohort,SubjectName,SubjectNumber,SessionNumber,ExperimentType,Comment,DateTime,LogFileName,Parameters
60,HD,ash,2,8.0,RPE-H,RP H 2,2023-10-18 11:03:46.604520,Experiment_2023-10-18T11:03:46.604520_ash_8_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
61,HD,mowgli,3,5.0,RPE-H,RP -H -2,2023-10-18 11:32:49.174973,Experiment_2023-10-18T11:32:49.174973_mowgli_5_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
62,HD,teddy,4,4.0,RPE-H,RP -H 1,2023-10-18 11:50:11.128592,Experiment_2023-10-18T11:50:11.128592_teddy_4_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
63,HD,teddy,4,5.0,RPE-H,RP H 2- code break restart,2023-10-18 11:53:16.636564,Experiment_2023-10-18T11:53:16.636564_teddy_5_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
64,HD,dodge,5,4.0,RPE-H,RP - 1,2023-10-18 12:18:51.615574,Experiment_2023-10-18T12:18:51.615574_dodge_4_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
65,HD,filly,6,5.0,RPE-H,RP H 2,2023-10-18 12:39:09.249294,Experiment_2023-10-18T12:39:09.249294_filly_5_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
66,HD,dougie,7,4.0,RPE-H,RP-H-2,2023-10-18 13:17:38.910028,Experiment_2023-10-18T13:17:38.910028_dougie_4_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
67,HD,bonnie,8,70.0,RPE-H,Rp H 2,2023-10-18 13:38:27.055291,Experiment_2023-10-18T13:38:27.055291_bonnie_70_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
68,HD,apollo,9,3.0,RPE-H,RP-H-1,2023-10-18 14:03:55.768637,Experiment_2023-10-18T14:03:55.768637_apollo_3_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
69,HD,molly,10,3.0,RPE-H,RP H 1,2023-10-18 14:33:13.652552,Experiment_2023-10-18T14:33:13.652552_molly_3_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
70,HD,atom,1,6.0,RPE-E,RP-E ,2023-10-19 11:08:11.283839,Experiment_2023-10-19T11:08:11.283839_atom_6_RPE-E.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
71,HD,atom,1,7.0,RPE-E,RP E,2023-10-19 11:19:38.380121,Experiment_2023-10-19T11:19:38.380121_atom_7_RPE-E.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
72,HD,ash,2,9.0,RPE-H,RP-H-3,2023-10-19 12:21:17.495080,Experiment_2023-10-19T12:21:17.495080_ash_9_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
73,HD,mowgli,3,6.0,RPE-H,RP-H-3,2023-10-19 12:41:55.897985,Experiment_2023-10-19T12:41:55.897985_mowgli_6_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
74,HD,teddy,4,6.0,RPE-H,RP-H-2,2023-10-19 12:59:13.586703,Experiment_2023-10-19T12:59:13.586703_teddy_6_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
75,HD,dodge,5,5.0,RPE-H,RP-H-2,2023-10-19 13:38:11.112748,Experiment_2023-10-19T13:38:11.112748_dodge_5_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
76,HD,filly,6,6.0,RPE-H,RP- H- 3,2023-10-19 13:53:17.960778,Experiment_2023-10-19T13:53:17.960778_filly_6_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
77,HD,dougie,7,5.0,RPE-H,RP-H-3,2023-10-19 14:19:12.295992,Experiment_2023-10-19T14:19:12.295992_dougie_5_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
78,HD,bonnie,8,72.0,RPE-H,RP-H-2,2023-10-19 14:37:56.973616,Experiment_2023-10-19T14:37:56.973616_bonnie_72_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
79,HD,apollo,9,4.0,RPE-H,RP -H 2,2023-10-19 15:20:19.777453,Experiment_2023-10-19T15:20:19.777453_apollo_4_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
80,HD,molly,10,4.0,RPE-H,RP-H-2,2023-10-19 15:48:21.846383,Experiment_2023-10-19T15:48:21.846383_molly_4_RPE-H.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
81,HD,atom,1,8.0,RPE-ER,RP-RE- extinction prior to reinstatement,2023-10-20 09:45:25.477033,Experiment_2023-10-20T09:45:25.477033_atom_8_RPE-ER.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
82,HD,atom,1,9.0,RPE-R,RP-R,2023-10-20 09:49:19.577983,Experiment_2023-10-20T09:49:19.577983_atom_9_RPE-R.log,"{""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
